student_id,student_name,year,batch,branch,cgpa,placement_status,is_placed,company,placed_type,ppc_verification,package_lpa
302,Student 0302,2022,2022-7768,ME,9.25,Rejected,0,,,Not Verified,0.0
303,Student 0303,2022,2022-7812,EE,7.0,Interview,0,,,Not Joined,0.0
304,Student 0304,2022,2022-7888,EE,8.36,Shortlisted,0,,,Pending,0.0
305,Student 0305,2022,2022-7883,ECE,7.06,Selected,1,Amazon,Off Campus Placed,Verified,10.0
306,Student 0306,2022,2022-7678,ME,5.79,Selected,1,Siemens,Self Placed,Verified,7.0
307,Student 0307,2022,2022-7730,ME,7.73,Rejected,0,,,Pending,0.0
308,Student 0308,2022,2022-7692,CSE,6.93,Selected,1,Microsoft,T&P Placed,Verified,28.0
309,Student 0309,2022,2022-7653,ECE,7.11,Shortlisted,0,,,Pending,0.0
310,Student 0310,2022,2022-7779,ECE,8.66,Rejected,0,,,Pending,0.0
311,Student 0311,2022,2022-7800,CSE,8.12,Selected,1,Infosys,Self Placed,Verified,8.0
312,Student 0312,2022,2022-7684,ME,7.77,Selected,1,Capgemini,Self Placed,Not Verified,7.5
313,Student 0313,2022,2022-7711,CE,7.23,Interview,0,,,Pending,0.0
314,Student 0314,2022,2022-7669,ME,7.51,Shortlisted,0,,,Pending,0.0
315,Student 0315,2022,2022-7649,CSE,8.61,Rejected,0,,,Pending,0.0
316,Student 0316,2022,2022-7601,CSE,9.54,In Process,0,,,Verified,0.0
317,Student 0317,2022,2022-7814,CE,7.71,In Process,0,,,Not Verified,0.0
318,Student 0318,2022,2022-7891,ME,7.8,Shortlisted,0,,,Pending,0.0
319,Student 0319,2022,2022-7842,ECE,7.05,Rejected,0,,,Not Verified,0.0
320,Student 0320,2022,2022-7701,ME,8.11,Rejected,0,,,Pending,0.0
321,Student 0321,2022,2022-7642,ECE,8.3,Selected,1,NVIDIA,Self Placed,Pending,18.5
322,Student 0322,2022,2022-7720,EE,7.68,Rejected,0,,,Not Joined,0.0
323,Student 0323,2022,2022-7718,CE,9.17,Selected,1,TCS,Self Placed,Verified,28.5
324,Student 0324,2022,2022-7766,ME,8.21,Selected,1,Infosys,BP Placed,Verified,6.0
325,Student 0325,2022,2022-7813,ME,8.33,Selected,1,Google,Off Campus Placed,Pending,20.5
326,Student 0326,2022,2022-7881,ECE,7.46,Selected,1,Infosys,Self Placed,Not Verified,28.0
327,Student 0327,2022,2022-7716,ECE,8.21,In Process,0,,,Pending,0.0
328,Student 0328,2022,2022-7893,EE,8.91,In Process,0,,,Not Verified,0.0
329,Student 0329,2022,2022-7885,EE,8.69,Interview,0,,,Pending,0.0
330,Student 0330,2022,2022-7857,CE,8.73,Selected,1,Accenture,Self Placed,Pending,7.0
331,Student 0331,2022,2022-7883,CE,8.32,Selected,1,Deloitte,BP Placed,Verified,6.0
332,Student 0332,2022,2022-7634,EE,9.7,Selected,1,Deloitte,T&P Placed,Not Verified,6.5
333,Student 0333,2022,2022-7779,CSE,6.69,In Process,0,,,Pending,0.0
334,Student 0334,2022,2022-7725,CSE,8.15,Selected,1,NVIDIA,Off Campus Placed,Verified,8.0
335,Student 0335,2022,2022-7716,EE,8.6,Selected,1,TCS,Off Campus Placed,Verified,9.0
336,Student 0336,2022,2022-7669,EE,8.75,In Process,0,,,Pending,0.0
337,Student 0337,2022,2022-7646,CSE,6.88,Selected,1,Google,BP Placed,Verified,9.0
338,Student 0338,2022,2022-7710,ECE,8.91,Rejected,0,,,Pending,0.0
339,Student 0339,2022,2022-7781,EE,7.62,Shortlisted,0,,,Not Verified,0.0
340,Student 0340,2022,2022-7852,CSE,7.92,Rejected,0,,,Pending,0.0
341,Student 0341,2022,2022-7837,EE,8.15,Selected,1,Capgemini,Self Placed,Verified,9.5
342,Student 0342,2022,2022-7824,ME,7.54,Selected,1,Wipro,Self Placed,Verified,12.5
343,Student 0343,2022,2022-7612,CE,8.2,Rejected,0,,,Not Verified,0.0
344,Student 0344,2022,2022-7615,ECE,7.95,Selected,1,Amazon,Self Placed,Pending,24.5
345,Student 0345,2022,2022-7660,ME,8.11,Interview,0,,,Not Verified,0.0
346,Student 0346,2022,2022-7878,CE,8.49,Selected,1,Capgemini,BP Placed,Not Verified,9.2
347,Student 0347,2022,2022-7600,ME,7.61,Rejected,0,,,Verified,0.0
348,Student 0348,2022,2022-7671,EE,9.66,In Process,0,,,Not Verified,0.0
349,Student 0349,2022,2022-7623,ECE,9.1,Selected,1,Capgemini,Off Campus Placed,Verified,18.0
350,Student 0350,2022,2022-7792,EE,9.48,Selected,1,TCS,BP Placed,Verified,10.2
351,Student 0351,2022,2022-7679,ECE,6.47,In Process,0,,,Not Verified,0.0
352,Student 0352,2022,2022-7815,EE,7.62,Rejected,0,,,Not Verified,0.0
353,Student 0353,2022,2022-7692,ECE,8.05,Shortlisted,0,,,Not Verified,0.0
354,Student 0354,2022,2022-7626,EE,7.86,Selected,1,NVIDIA,BP Placed,Pending,7.2
355,Student 0355,2022,2022-7652,ME,7.07,Rejected,0,,,Pending,0.0
356,Student 0356,2022,2022-7891,CE,8.77,Selected,1,Capgemini,BP Placed,Verified,11.0
357,Student 0357,2022,2022-7699,CSE,8.86,Shortlisted,0,,,Not Verified,0.0
358,Student 0358,2022,2022-7796,EE,6.44,Rejected,0,,,Not Verified,0.0
359,Student 0359,2022,2022-7848,CSE,8.08,Selected,1,Accenture,T&P Placed,Pending,15.5
360,Student 0360,2022,2022-7831,EE,7.72,Selected,1,Accenture,Self Placed,Verified,15.2
361,Student 0361,2022,2022-7868,ME,9.05,Selected,1,Databricks,Self Placed,Pending,19.0
362,Student 0362,2022,2022-7681,EE,9.87,Rejected,0,,,Pending,0.0
363,Student 0363,2022,2022-7796,ECE,8.77,In Process,0,,,Pending,0.0
364,Student 0364,2022,2022-7840,ECE,7.13,Selected,1,Databricks,Off Campus Placed,Not Verified,9.5
365,Student 0365,2022,2022-7701,ECE,7.43,Selected,1,NVIDIA,Off Campus Placed,Verified,8.0
366,Student 0366,2022,2022-7802,EE,7.83,Selected,1,Capgemini,Self Placed,Verified,18.0
367,Student 0367,2022,2022-7647,ECE,7.6,Shortlisted,0,,,Not Verified,0.0
368,Student 0368,2022,2022-7667,ME,6.66,Rejected,0,,,Not Verified,0.0
369,Student 0369,2022,2022-7678,ECE,6.44,Selected,1,TCS,T&P Placed,Verified,7.0
370,Student 0370,2022,2022-7777,EE,9.95,Interview,0,,,Not Verified,0.0
371,Student 0371,2022,2022-7770,ME,8.32,In Process,0,,,Not Verified,0.0
372,Student 0372,2022,2022-7740,EE,6.16,In Process,0,,,Not Verified,0.0
373,Student 0373,2022,2022-7633,ME,8.08,Rejected,0,,,Pending,0.0
374,Student 0374,2022,2022-7797,CE,7.64,Selected,1,Databricks,Off Campus Placed,Verified,18.2
375,Student 0375,2022,2022-7690,CSE,7.37,In Process,0,,,Not Verified,0.0
376,Student 0376,2022,2022-7684,ECE,8.73,Selected,1,Microsoft,T&P Placed,Not Verified,15.0
377,Student 0377,2022,2022-7679,ECE,6.32,Shortlisted,0,,,Not Verified,0.0
378,Student 0378,2022,2022-7859,EE,8.64,Rejected,0,,,Pending,0.0
379,Student 0379,2022,2022-7611,ECE,8.09,Selected,1,Databricks,BP Placed,Not Verified,13.0
380,Student 0380,2022,2022-7796,ME,10.0,Shortlisted,0,,,Not Verified,0.0
381,Student 0381,2022,2022-7744,ME,9.47,In Process,0,,,Pending,0.0
382,Student 0382,2022,2022-7677,CE,6.63,Interview,0,,,Not Verified,0.0
383,Student 0383,2022,2022-7626,ME,9.41,Rejected,0,,,Not Verified,0.0
384,Student 0384,2022,2022-7680,CE,8.73,Interview,0,,,Verified,0.0
385,Student 0385,2022,2022-7879,CE,7.91,Interview,0,,,Verified,0.0
386,Student 0386,2022,2022-7806,ECE,9.27,Shortlisted,0,,,Not Verified,0.0
387,Student 0387,2022,2022-7826,CSE,8.05,Interview,0,,,Not Verified,0.0
388,Student 0388,2022,2022-7767,ECE,8.68,Selected,1,Amazon,BP Placed,Verified,12.0
389,Student 0389,2022,2022-7619,ECE,8.63,In Process,0,,,Pending,0.0
390,Student 0390,2022,2022-7620,ME,8.34,In Process,0,,,Pending,0.0
391,Student 0391,2022,2022-7681,EE,7.36,Selected,1,NVIDIA,T&P Placed,Not Verified,6.0
392,Student 0392,2022,2022-7817,ME,6.97,Selected,1,NVIDIA,Self Placed,Pending,9.5
393,Student 0393,2022,2022-7779,ECE,8.12,Selected,1,TCS,T&P Placed,Verified,12.0
394,Student 0394,2022,2022-7837,ME,6.19,Rejected,0,,,Not Verified,0.0
395,Student 0395,2022,2022-7694,CSE,6.64,Rejected,0,,,Not Joined,0.0
396,Student 0396,2022,2022-7729,ECE,8.55,Rejected,0,,,Pending,0.0
397,Student 0397,2022,2022-7892,ME,9.02,Selected,1,Databricks,Self Placed,Verified,10.0
398,Student 0398,2022,2022-7624,ECE,6.98,Selected,1,Google,Self Placed,Verified,6.0
399,Student 0399,2022,2022-7619,CE,7.86,In Process,0,,,Not Verified,0.0
400,Student 0400,2022,2022-7874,CE,7.5,In Process,0,,,Not Verified,0.0
401,Student 0401,2022,2022-7880,ECE,8.24,Selected,1,Accenture,BP Placed,Verified,18.0
402,Student 0402,2022,2022-7622,ME,7.92,Rejected,0,,,Pending,0.0
403,Student 0403,2022,2022-7818,ME,9.08,Selected,1,Amazon,Off Campus Placed,Pending,12.0
404,Student 0404,2022,2022-7670,EE,7.33,Selected,1,NVIDIA,BP Placed,Not Verified,10.0
405,Student 0405,2022,2022-7822,CE,6.99,Interview,0,,,Pending,0.0
406,Student 0406,2022,2022-7869,EE,8.84,Shortlisted,0,,,Pending,0.0
407,Student 0407,2022,2022-7625,ECE,6.87,Rejected,0,,,Not Verified,0.0
408,Student 0408,2022,2022-7770,EE,6.15,Shortlisted,0,,,Verified,0.0
409,Student 0409,2022,2022-7840,CE,7.73,In Process,0,,,Not Verified,0.0
410,Student 0410,2022,2022-7873,ME,8.0,Selected,1,TCS,Off Campus Placed,Verified,12.2
411,Student 0411,2022,2022-7681,ME,6.88,Selected,1,Capgemini,Self Placed,Verified,15.5
412,Student 0412,2022,2022-7660,EE,8.32,In Process,0,,,Not Verified,0.0
413,Student 0413,2022,2022-7608,EE,7.08,In Process,0,,,Pending,0.0
414,Student 0414,2022,2022-7747,ME,9.79,Selected,1,Deloitte,Off Campus Placed,Verified,6.5
415,Student 0415,2022,2022-7621,EE,8.02,Selected,1,Google,T&P Placed,Verified,8.5
416,Student 0416,2022,2022-7637,CSE,7.07,Rejected,0,,,Not Verified,0.0
417,Student 0417,2022,2022-7721,CSE,6.63,Interview,0,,,Not Verified,0.0
418,Student 0418,2022,2022-7676,ME,7.37,Selected,1,Siemens,Self Placed,Verified,7.5
419,Student 0419,2022,2022-7877,ECE,9.52,Rejected,0,,,Pending,0.0
420,Student 0420,2022,2022-7834,ME,8.05,Interview,0,,,Pending,0.0
421,Student 0421,2022,2022-7675,CE,8.61,Selected,1,Infosys,Off Campus Placed,Verified,6.5
422,Student 0422,2022,2022-7814,CE,8.28,Selected,1,Infosys,Off Campus Placed,Verified,18.0
423,Student 0423,2022,2022-7668,EE,8.43,Shortlisted,0,,,Not Verified,0.0
424,Student 0424,2022,2022-7663,CSE,6.7,Selected,1,Databricks,BP Placed,Verified,8.0
425,Student 0425,2022,2022-7600,ECE,9.51,Selected,1,Amazon,T&P Placed,Not Joined,16.0
426,Student 0426,2022,2022-7728,CSE,9.68,Selected,1,Deloitte,Off Campus Placed,Verified,7.5
427,Student 0427,2022,2022-7621,CE,8.11,Interview,0,,,Pending,0.0
428,Student 0428,2022,2022-7716,CE,7.14,In Process,0,,,Pending,0.0
429,Student 0429,2022,2022-7855,CE,7.57,Rejected,0,,,Not Joined,0.0
430,Student 0430,2022,2022-7847,CSE,7.93,In Process,0,,,Not Verified,0.0
431,Student 0431,2022,2022-7622,ME,7.01,Interview,0,,,Not Verified,0.0
432,Student 0432,2022,2022-7861,CSE,9.53,Rejected,0,,,Pending,0.0
433,Student 0433,2022,2022-7629,CE,7.88,Selected,1,Deloitte,Self Placed,Pending,8.2
434,Student 0434,2022,2022-7860,CE,9.59,In Process,0,,,Pending,0.0
435,Student 0435,2022,2022-7857,CE,6.62,Rejected,0,,,Pending,0.0
436,Student 0436,2022,2022-7732,CSE,8.95,In Process,0,,,Not Verified,0.0
437,Student 0437,2022,2022-7820,EE,9.5,Shortlisted,0,,,Not Verified,0.0
438,Student 0438,2022,2022-7867,CE,7.4,Selected,1,Wipro,Self Placed,Verified,19.0
439,Student 0439,2022,2022-7668,ECE,7.98,Interview,0,,,Not Verified,0.0
440,Student 0440,2022,2022-7885,CE,8.67,In Process,0,,,Not Joined,0.0
441,Student 0441,2022,2022-7896,CSE,9.2,Shortlisted,0,,,Not Verified,0.0
442,Student 0442,2022,2022-7632,ME,8.59,Selected,1,Databricks,BP Placed,Not Verified,20.2
443,Student 0443,2022,2022-7865,EE,7.73,Rejected,0,,,Not Joined,0.0
444,Student 0444,2022,2022-7682,EE,7.42,Selected,1,Accenture,Off Campus Placed,Pending,28.0
445,Student 0445,2022,2022-7757,ECE,7.29,Interview,0,,,Not Verified,0.0
446,Student 0446,2022,2022-7663,EE,8.15,Selected,1,Capgemini,Self Placed,Verified,6.5
447,Student 0447,2022,2022-7703,EE,6.61,Selected,1,Wipro,Off Campus Placed,Verified,6.2
448,Student 0448,2022,2022-7739,CE,7.85,Rejected,0,,,Not Verified,0.0
449,Student 0449,2022,2022-7680,ME,7.9,Rejected,0,,,Not Verified,0.0
450,Student 0450,2022,2022-7716,CSE,6.74,Selected,1,Deloitte,T&P Placed,Verified,9.0
451,Student 0451,2022,2022-7867,CSE,8.35,Selected,1,Deloitte,T&P Placed,Not Verified,10.0
452,Student 0452,2022,2022-7763,ME,7.04,Selected,1,Google,T&P Placed,Verified,10.0
453,Student 0453,2022,2022-7806,CSE,8.07,In Process,0,,,Not Verified,0.0
454,Student 0454,2022,2022-7759,EE,8.39,Selected,1,Siemens,Off Campus Placed,Verified,6.0
455,Student 0455,2022,2022-7769,CE,6.96,Interview,0,,,Pending,0.0
456,Student 0456,2022,2022-7707,ME,9.75,Interview,0,,,Pending,0.0
457,Student 0457,2022,2022-7671,ME,9.04,Selected,1,TCS,T&P Placed,Verified,16.0
458,Student 0458,2022,2022-7865,CE,7.34,Selected,1,Google,BP Placed,Pending,9.2
459,Student 0459,2022,2022-7854,CE,7.49,Selected,1,Accenture,Off Campus Placed,Verified,9.0
460,Student 0460,2022,2022-7742,EE,7.61,In Process,0,,,Verified,0.0
461,Student 0461,2022,2022-7660,CSE,10.0,Rejected,0,,,Verified,0.0
462,Student 0462,2022,2022-7648,ECE,7.62,Shortlisted,0,,,Not Verified,0.0
463,Student 0463,2022,2022-7750,EE,6.79,Selected,1,TCS,Off Campus Placed,Not Verified,15.0
464,Student 0464,2022,2022-7821,EE,8.38,Rejected,0,,,Pending,0.0
465,Student 0465,2022,2022-7859,CSE,7.94,Selected,1,Amazon,Self Placed,Verified,10.2
466,Student 0466,2022,2022-7615,EE,7.58,Shortlisted,0,,,Not Joined,0.0
467,Student 0467,2022,2022-7810,EE,8.16,Rejected,0,,,Not Verified,0.0
468,Student 0468,2022,2022-7731,EE,7.66,In Process,0,,,Pending,0.0
469,Student 0469,2022,2022-7871,EE,6.88,Selected,1,NVIDIA,Off Campus Placed,Not Verified,7.2
470,Student 0470,2022,2022-7773,CE,9.63,Selected,1,Google,Off Campus Placed,Not Joined,7.2
471,Student 0471,2022,2022-7674,CE,7.2,Selected,1,Infosys,Self Placed,Verified,7.2
472,Student 0472,2022,2022-7843,EE,5.3,In Process,0,,,Not Verified,0.0
473,Student 0473,2022,2022-7878,ECE,8.79,Rejected,0,,,Not Verified,0.0
474,Student 0474,2022,2022-7824,ECE,7.15,Selected,1,Microsoft,BP Placed,Verified,7.2
475,Student 0475,2022,2022-7873,ME,8.85,Rejected,0,,,Not Verified,0.0
476,Student 0476,2022,2022-7740,ME,6.5,Selected,1,Infosys,T&P Placed,Verified,15.0
477,Student 0477,2022,2022-7768,CE,8.62,In Process,0,,,Not Verified,0.0
478,Student 0478,2022,2022-7690,CE,7.85,Rejected,0,,,Pending,0.0
479,Student 0479,2022,2022-7774,EE,5.76,Rejected,0,,,Pending,0.0
480,Student 0480,2022,2022-7804,CE,10.0,Selected,1,Microsoft,Self Placed,Pending,19.0
481,Student 0481,2022,2022-7631,ME,10.0,Interview,0,,,Pending,0.0
482,Student 0482,2022,2022-7730,ECE,9.17,Rejected,0,,,Verified,0.0
483,Student 0483,2022,2022-7752,CE,8.78,Rejected,0,,,Pending,0.0
484,Student 0484,2022,2022-7604,CSE,7.64,Selected,1,Wipro,BP Placed,Not Joined,15.0
485,Student 0485,2022,2022-7604,ECE,7.99,In Process,0,,,Not Joined,0.0
486,Student 0486,2022,2022-7693,CSE,8.14,Selected,1,Accenture,Self Placed,Verified,8.0
487,Student 0487,2022,2022-7718,ECE,7.37,Selected,1,TCS,Off Campus Placed,Verified,18.0
488,Student 0488,2022,2022-7778,ECE,6.9,Shortlisted,0,,,Pending,0.0
489,Student 0489,2022,2022-7807,ME,6.56,Interview,0,,,Not Verified,0.0
490,Student 0490,2022,2022-7756,CE,8.99,Rejected,0,,,Not Verified,0.0
491,Student 0491,2022,2022-7696,CSE,7.65,Interview,0,,,Not Verified,0.0
492,Student 0492,2022,2022-7728,ME,7.71,Shortlisted,0,,,Pending,0.0
493,Student 0493,2022,2022-7681,CSE,6.72,Interview,0,,,Not Joined,0.0
494,Student 0494,2022,2022-7635,CSE,8.0,Selected,1,Infosys,T&P Placed,Not Verified,7.0
495,Student 0495,2022,2022-7693,EE,6.77,Rejected,0,,,Not Joined,0.0
496,Student 0496,2022,2022-7635,ME,7.56,Shortlisted,0,,,Not Verified,0.0
497,Student 0497,2022,2022-7711,CSE,8.55,Shortlisted,0,,,Not Verified,0.0
498,Student 0498,2022,2022-7880,ECE,7.88,Selected,1,Amazon,Self Placed,Verified,7.0
499,Student 0499,2022,2022-7743,ME,7.44,In Process,0,,,Not Verified,0.0
500,Student 0500,2022,2022-7879,CE,8.05,Shortlisted,0,,,Not Joined,0.0
501,Student 0501,2022,2022-7849,EE,7.87,Selected,1,Amazon,Self Placed,Pending,18.0
502,Student 0502,2022,2022-7726,EE,6.8,Rejected,0,,,Not Verified,0.0
503,Student 0503,2022,2022-7784,ECE,8.37,Selected,1,NVIDIA,BP Placed,Verified,7.0
504,Student 0504,2022,2022-7777,ECE,6.97,In Process,0,,,Not Verified,0.0
505,Student 0505,2022,2022-7639,CE,7.63,Selected,1,TCS,Self Placed,Verified,18.2
506,Student 0506,2022,2022-7843,ME,6.08,Rejected,0,,,Verified,0.0
507,Student 0507,2022,2022-7762,ME,7.9,In Process,0,,,Pending,0.0
508,Student 0508,2022,2022-7744,EE,6.58,Selected,1,Microsoft,Off Campus Placed,Verified,18.0
509,Student 0509,2022,2022-7600,CE,7.43,Selected,1,Accenture,BP Placed,Verified,10.2
510,Student 0510,2022,2022-7838,ECE,7.6,Selected,1,Databricks,Off Campus Placed,Verified,7.0
511,Student 0511,2022,2022-7795,CE,7.85,Selected,1,Siemens,Self Placed,Verified,6.0
512,Student 0512,2022,2022-7775,ECE,9.84,Selected,1,TCS,Off Campus Placed,Verified,6.0
513,Student 0513,2022,2022-7712,EE,7.87,Selected,1,Siemens,Off Campus Placed,Verified,6.2
514,Student 0514,2022,2022-7830,EE,9.05,Rejected,0,,,Not Verified,0.0
515,Student 0515,2022,2022-7774,EE,8.47,Shortlisted,0,,,Pending,0.0
516,Student 0516,2022,2022-7648,ME,8.68,Selected,1,Deloitte,T&P Placed,Verified,18.0
517,Student 0517,2022,2022-7863,ME,7.38,Interview,0,,,Not Verified,0.0
518,Student 0518,2022,2022-7836,CSE,7.9,Shortlisted,0,,,Pending,0.0
519,Student 0519,2022,2022-7852,EE,6.57,Rejected,0,,,Pending,0.0
520,Student 0520,2022,2022-7662,EE,9.13,Selected,1,Deloitte,Off Campus Placed,Not Verified,28.5
521,Student 0521,2023,2023-7792,EE,8.4,Rejected,0,,,Pending,0.0
522,Student 0522,2023,2023-7887,ME,8.96,Rejected,0,,,Not Verified,0.0
523,Student 0523,2023,2023-7812,EE,6.62,Selected,1,Capgemini,BP Placed,Not Verified,9.0
524,Student 0524,2023,2023-7739,ME,7.49,Interview,0,,,Not Verified,0.0
525,Student 0525,2023,2023-7718,ME,7.08,Selected,1,Deloitte,BP Placed,Verified,8.0
526,Student 0526,2023,2023-7746,ECE,7.09,Selected,1,Wipro,T&P Placed,Verified,24.5
527,Student 0527,2023,2023-7865,CE,8.69,Interview,0,,,Pending,0.0
528,Student 0528,2023,2023-7625,CSE,7.68,Selected,1,Microsoft,Self Placed,Pending,12.5
529,Student 0529,2023,2023-7664,ME,7.32,In Process,0,,,Pending,0.0
530,Student 0530,2023,2023-7786,ECE,7.87,Shortlisted,0,,,Pending,0.0
531,Student 0531,2023,2023-7671,ME,8.53,Shortlisted,0,,,Not Verified,0.0
532,Student 0532,2023,2023-7778,EE,7.98,Rejected,0,,,Not Verified,0.0
533,Student 0533,2023,2023-7724,EE,6.7,Rejected,0,,,Not Verified,0.0
534,Student 0534,2023,2023-7692,ECE,8.76,In Process,0,,,Not Verified,0.0
535,Student 0535,2023,2023-7674,CSE,7.38,Rejected,0,,,Pending,0.0
536,Student 0536,2023,2023-7728,CE,9.81,Selected,1,TCS,BP Placed,Not Verified,9.0
537,Student 0537,2023,2023-7737,CSE,7.04,Rejected,0,,,Not Verified,0.0
538,Student 0538,2023,2023-7740,ECE,6.66,Interview,0,,,Not Verified,0.0
539,Student 0539,2023,2023-7614,CSE,6.26,Selected,1,Accenture,Self Placed,Verified,20.2
540,Student 0540,2023,2023-7625,CSE,9.07,Rejected,0,,,Verified,0.0
541,Student 0541,2023,2023-7641,ECE,8.71,Rejected,0,,,Not Verified,0.0
542,Student 0542,2023,2023-7856,EE,8.68,Rejected,0,,,Pending,0.0
543,Student 0543,2023,2023-7876,ECE,9.42,Interview,0,,,Not Verified,0.0
544,Student 0544,2023,2023-7785,CSE,7.19,Rejected,0,,,Pending,0.0
545,Student 0545,2023,2023-7779,CE,9.12,Selected,1,Siemens,BP Placed,Verified,12.5
546,Student 0546,2023,2023-7616,EE,8.08,In Process,0,,,Not Verified,0.0
547,Student 0547,2023,2023-7798,ECE,7.27,Selected,1,Wipro,T&P Placed,Verified,7.0
548,Student 0548,2023,2023-7838,CE,7.87,Selected,1,NVIDIA,Self Placed,Verified,9.0
549,Student 0549,2023,2023-7808,CSE,6.92,Selected,1,NVIDIA,Self Placed,Verified,10.0
550,Student 0550,2023,2023-7745,EE,9.07,Selected,1,Wipro,Off Campus Placed,Verified,9.2
551,Student 0551,2023,2023-7898,ME,8.32,Rejected,0,,,Pending,0.0
552,Student 0552,2023,2023-7832,ECE,6.8,Rejected,0,,,Not Verified,0.0
553,Student 0553,2023,2023-7895,ME,7.13,Shortlisted,0,,,Not Joined,0.0
554,Student 0554,2023,2023-7877,ECE,7.51,Selected,1,Accenture,T&P Placed,Not Verified,8.5
555,Student 0555,2023,2023-7836,CE,5.2,Selected,1,Databricks,BP Placed,Verified,21.0
556,Student 0556,2023,2023-7893,ME,6.35,Shortlisted,0,,,Verified,0.0
557,Student 0557,2023,2023-7729,CE,6.53,Shortlisted,0,,,Not Verified,0.0
558,Student 0558,2023,2023-7766,EE,7.81,Interview,0,,,Pending,0.0
559,Student 0559,2023,2023-7645,ECE,7.46,Rejected,0,,,Not Verified,0.0
560,Student 0560,2023,2023-7636,CSE,7.92,Interview,0,,,Verified,0.0
561,Student 0561,2023,2023-7791,ECE,7.66,Rejected,0,,,Pending,0.0
562,Student 0562,2023,2023-7849,CSE,6.42,Rejected,0,,,Not Verified,0.0
563,Student 0563,2023,2023-7618,ME,8.83,In Process,0,,,Not Verified,0.0
564,Student 0564,2023,2023-7879,CSE,8.5,Rejected,0,,,Pending,0.0
565,Student 0565,2023,2023-7680,EE,8.57,Rejected,0,,,Not Joined,0.0
566,Student 0566,2023,2023-7696,CE,9.18,Rejected,0,,,Not Verified,0.0
567,Student 0567,2023,2023-7777,ME,6.66,Rejected,0,,,Pending,0.0
568,Student 0568,2023,2023-7602,CSE,5.92,Rejected,0,,,Not Verified,0.0
569,Student 0569,2023,2023-7663,CSE,7.91,Rejected,0,,,Pending,0.0
570,Student 0570,2023,2023-7813,ECE,6.83,Selected,1,Infosys,BP Placed,Verified,8.5
571,Student 0571,2023,2023-7658,CE,8.17,Rejected,0,,,Not Verified,0.0
572,Student 0572,2023,2023-7615,ME,7.93,Selected,1,Microsoft,Self Placed,Verified,7.0
573,Student 0573,2023,2023-7737,ME,8.28,Rejected,0,,,Not Verified,0.0
574,Student 0574,2023,2023-7662,CE,9.01,Interview,0,,,Not Verified,0.0
575,Student 0575,2023,2023-7809,CE,6.8,In Process,0,,,Not Joined,0.0
576,Student 0576,2023,2023-7623,CE,8.74,Rejected,0,,,Not Verified,0.0
577,Student 0577,2023,2023-7885,CSE,9.24,Rejected,0,,,Not Joined,0.0
578,Student 0578,2023,2023-7688,CSE,7.97,In Process,0,,,Not Joined,0.0
579,Student 0579,2023,2023-7756,CSE,7.44,Rejected,0,,,Not Joined,0.0
580,Student 0580,2023,2023-7739,CSE,8.56,Shortlisted,0,,,Not Joined,0.0
581,Student 0581,2023,2023-7786,ECE,8.61,Rejected,0,,,Not Verified,0.0
582,Student 0582,2023,2023-7620,CE,7.22,Rejected,0,,,Verified,0.0
583,Student 0583,2023,2023-7711,CE,8.65,Interview,0,,,Not Verified,0.0
584,Student 0584,2023,2023-7888,ME,10.0,Selected,1,Capgemini,Off Campus Placed,Pending,6.0
585,Student 0585,2023,2023-7719,ECE,10.0,In Process,0,,,Not Verified,0.0
586,Student 0586,2023,2023-7682,ME,8.65,Selected,1,Siemens,T&P Placed,Not Verified,6.0
587,Student 0587,2023,2023-7865,CE,9.27,Shortlisted,0,,,Pending,0.0
588,Student 0588,2023,2023-7638,CE,8.09,Selected,1,Accenture,Self Placed,Verified,10.0
589,Student 0589,2023,2023-7727,ME,7.59,In Process,0,,,Pending,0.0
590,Student 0590,2023,2023-7745,CE,7.85,Selected,1,TCS,Self Placed,Verified,8.0
591,Student 0591,2023,2023-7886,EE,5.81,Interview,0,,,Not Verified,0.0
592,Student 0592,2023,2023-7613,EE,6.89,Selected,1,Amazon,Self Placed,Not Verified,6.0
593,Student 0593,2023,2023-7759,EE,6.35,Rejected,0,,,Not Verified,0.0
594,Student 0594,2023,2023-7620,CE,5.77,Selected,1,Accenture,Off Campus Placed,Verified,7.2
595,Student 0595,2023,2023-7650,CSE,7.05,Selected,1,Accenture,Self Placed,Not Joined,6.0
596,Student 0596,2023,2023-7870,ME,7.94,Interview,0,,,Not Joined,0.0
597,Student 0597,2023,2023-7641,EE,7.5,Selected,1,Siemens,Off Campus Placed,Pending,7.5
598,Student 0598,2023,2023-7742,ECE,8.43,Selected,1,Wipro,Self Placed,Verified,24.5
599,Student 0599,2023,2023-7806,ECE,8.41,Rejected,0,,,Verified,0.0
600,Student 0600,2023,2023-7808,CSE,7.38,In Process,0,,,Not Joined,0.0
601,Student 0601,2023,2023-7781,CE,9.21,Interview,0,,,Verified,0.0
602,Student 0602,2023,2023-7629,ME,8.66,Selected,1,Capgemini,Self Placed,Not Verified,7.0
603,Student 0603,2023,2023-7767,EE,7.88,Selected,1,TCS,BP Placed,Pending,10.0
604,Student 0604,2023,2023-7621,CSE,7.58,Selected,1,Amazon,T&P Placed,Not Verified,18.0
605,Student 0605,2023,2023-7848,CSE,6.26,Rejected,0,,,Not Joined,0.0
